id,predicted_price
2591820310,384517.78
7974200820,838531.06
7701450110,1147675.4
9522300010,1537528.5
9510861140,716485.56
1761300310,248848.95
7732410120,802110.7
7010701383,612488.4
291310170,415295.72
4232901990,550726.3
6840701125,621358.1
3971700580,390212.28
4202400078,245386.53
6064800090,335701.28
2626119028,257285.08
3303980660,1091626.4
862000020,698008.44
2386000070,998113.6
1138000450,376394.62
1775800420,463024.75
2291401425,435776.53
2025770560,778447.94
3525069037,719618.5
9324800450,550764.1
8080400136,528255.2
8651540040,521365.44
9407001790,240668.98
1773101530,245504.27
9432900250,341747.34
1794500695,603548.94
2220069003,352404.97
923000120,487747.5
5728000060,543165.75
16000200,238037.34
1926059094,439069.56
6672900220,1076776.6
3629860060,854779.4
1822069109,413695.94
6675500105,376499.8
249000180,1991173.6
226059065,465741.75
396100110,285064.8
9264450460,343331.38
7853361210,394684.75
9474700020,283899.03
421000455,234254.61
3755200220,435409.72
7960100075,430913.2
9477100490,391134.78
9138100350,715499.56
1624049275,448861.97
2770606890,499264.12
1157200189,396048.2
2770601800,557399.9
9301300805,526322.2
2325069032,1155428.8
1021079099,350433.03
7215730040,746523.56
1853200080,502094.66
3224600340,700953.6
3222049120,431201.38
2113700025,302747.0
7893207925,224249.17
3586501085,547662.4
8024200010,396643.12
7116500705,190478.89
1598600209,304094.84
7204200025,858623.44
4206901505,559689.9
2937300440,932763.25
7205000180,316945.3
8718500665,383065.8
5318101765,914663.5
4122700020,934644.8
8078700020,554515.06
3303980680,958679.9
8924100372,1109611.4
2781270210,213552.1
519000043,524582.9
3225069301,1330943.5
151000075,730613.5
2297400020,437916.66
6617500085,652206.94
104510180,229437.75
3528900060,957395.25
3345100286,544955.25
1226039130,445283.97
8712100720,776961.6
3037200010,377033.75
3626039268,436219.78
104510230,240653.61
5112800060,402655.06
6072400280,650020.56
5317100570,1218693.1
9528102993,518868.47
2919201095,512922.75
6181400920,261866.66
185000161,246841.52
8691400010,749193.1
3345700165,555226.25
6151800486,209768.61
4340000080,1207723.5
4136960010,563528.44
3634100030,333837.75
1624059224,1057890.1
2788400090,253456.2
9828200762,453152.78
7524400250,555459.3
3528000290,722210.44
5700003630,2149958.0
2720069019,296977.7
7227501170,248119.78
2397101270,590050.3
6792100090,752518.56
2770602265,539995.0
3971700937,276646.25
422049203,228421.23
3076500830,318941.06
1423400260,285049.03
9161100795,444717.4
3126049052,480372.53
5100401468,388807.03
514500235,409749.47
1423200170,204030.83
1402100070,400817.6
624110020,728257.4
2407000145,207683.3
1890000225,858467.06
1320069271,325410.66
5490700085,363267.47
263000155,456859.38
3726800201,441079.03
5153200358,296217.06
2725079018,816338.8
7165700200,278627.56
9429000170,540358.7
8718500075,360997.47
1760650950,302695.03
1068000559,1287633.5
4113800500,676385.25
4077800507,541098.7
2725069150,726476.0
4008400035,641859.06
7016310270,420305.3
1432701230,214685.4
3278606050,353877.38
2473350710,370295.62
2185000685,186244.31
7792000025,374984.06
6868200029,526665.1
624069003,781701.94
7431500280,832570.7
3296000040,560486.8
1118001215,1581723.0
6453900040,823924.75
333100209,717349.8
34001765,598816.1
8946700100,374693.44
5561401210,600030.9
6671900095,368362.28
3275850020,692095.8
3876300600,406794.22
1450900020,268713.25
8562780280,313519.06
7663700973,323340.8
2126049032,400797.3
1823059159,164623.45
3438503426,271758.66
9297301495,478789.6
7140700850,372468.5
7942601805,694522.4
2555900030,359605.5
2887970040,261056.77
7419700010,644216.44
2239000011,373780.12
9283800050,319546.62
9407001340,274755.0
217500140,554894.9
7212660520,255013.75
3298201170,353776.16
3057000400,301715.7
6865200444,489346.5
6071600340,523573.75
6821600005,746339.2
1235100371,792834.6
7796450340,342267.9
3603000410,181342.55
9297300255,524068.8
9126100850,503785.38
2770601462,517536.12
2599001500,220386.27
1102000095,804418.8
1853080640,970066.5
9551201585,991932.4
3438500796,339123.06
7518504291,533338.5
9269200340,400886.78
715010130,1508339.4
1982201485,639817.25
9526500080,386388.84
9277200180,458483.47
6669150280,294179.4
8917100153,594277.3
3760500516,1059259.1
2725069050,968861.8
3332000091,322552.38
8562770080,586928.25
8151601190,268650.47
8563040160,627293.06
240000269,627388.75
4307350200,316008.78
1311910300,267989.0
3574900030,496671.66
7853230570,427545.94
320069049,392090.12
9839301060,662498.56
7011201333,592705.0
2781320100,282568.2
3421069120,428905.06
7852030320,460557.62
5316101075,2256700.0
5309100750,548044.8
629000730,701153.5
511700170,304130.53
1562100030,551710.94
2489200230,619448.2
524069116,509805.53
5315100737,1046718.7
1868900675,841119.6
1608000120,346426.3
705700240,355163.5
7575600610,275274.84
1778500015,714930.75
5423500240,194879.23
6713700025,330463.28
2734100734,294142.38
301402280,214539.47
2113700205,273322.84
4114601570,3190644.2
3332000615,320664.25
3630050180,353120.56
6852700520,510977.62
6870310010,630450.06
6163900981,324617.16
393000142,385335.28
1771100130,336011.0
1442860160,397000.38
9191200435,585038.8
6788200800,916538.25
1115300070,729737.5
3176600105,702374.9
2770604665,556936.56
5469500580,413408.44
5680000545,525760.8
3424089119,546266.0
1328300180,328404.2
1773100922,347242.3
4123830480,333351.0
9808610190,942215.2
4250200140,271069.12
4217402115,3626292.5
3831250350,374810.66
2397101055,821082.06
6817850110,825509.56
7526800200,615299.1
7853370100,647911.4
2523089025,862411.56
9476200680,259920.48
5714200140,407403.0
3575304895,556636.56
263000018,421958.0
8080400177,502003.2
6450304130,328890.3
514500090,565483.75
9477000300,435418.84
853600310,1449207.6
1951600240,200653.38
1099900120,351000.28
5323100120,547098.06
1223089016,434467.3
522059172,254959.03
1930300190,692447.06
9542840410,301020.16
8665050530,502295.78
5592900205,375324.66
5450300010,591844.75
2459960030,336391.25
3331500455,544410.9
3432500705,396152.8
3702900165,311659.2
5249803550,577981.4
626049058,440346.03
1788900380,187104.72
8075400360,219655.86
9113200250,728743.0
2738640040,686937.2
7821200307,488691.72
3530440140,240470.77
3582700130,433097.6
9276200569,689775.75
7197800020,566673.56
686200490,550469.0
3501600100,393547.4
6383000690,625381.6
7604400150,374865.0
5249801411,711566.44
2607720420,438762.34
9561100010,383151.28
1796370590,254005.0
4077800593,347945.75
854000165,253258.8
5536100010,674357.6
4188000670,801221.56
31000165,1369561.6
662350050,943558.6
4137000280,272310.22
6169901130,982111.9
1953400510,253191.9
7518506716,1035601.0
1552520010,367500.5
7955080270,321818.62
9212900100,526387.44
3438500798,335388.94
7899800890,233376.72
4319200605,474446.5
1329300480,370011.1
8935100100,833186.3
5016001260,390298.28
4337600280,288117.16
1446401220,190100.16
7135521530,684972.0
6888900115,260342.97
2413301070,288057.0
345700040,262721.9
5566100145,425494.22
7634800070,367151.25
9346910500,619960.0
3529300060,308750.84
8128600060,1132254.4
8572900275,202819.1
4139420590,1519301.4
9274200322,598070.75
1472700200,576834.94
8820903380,532988.2
8563010130,873812.4
8965450110,846356.3
9274204230,479298.53
8165501700,345993.47
2193340260,515205.34
1860600290,838878.2
1222000055,201157.27
2492200280,436543.53
2488200455,371001.5
809001520,1019057.44
1796361140,245761.72
6398000011,822605.75
6813600365,544027.9
7504100920,812292.8
8835770330,706866.4
524059322,751371.2
4307330280,407924.72
1245002952,1039679.0
2021069059,255914.2
5700000595,653769.44
3629970930,726381.1
3336002215,272894.66
5100401060,710000.56
3278600750,252422.8
1126069045,1094638.1
7568700175,321134.94
452001475,494986.84
9283800230,479435.66
1737300130,584928.3
6189600040,480227.78
3679400025,480401.38
1096100010,339487.75
9513900050,252291.39
5452800645,748524.7
273800100,237800.9
7228500037,458498.34
808300090,475779.06
2493200215,581422.3
5035300255,721501.4
3380900160,385500.34
3630000130,402408.6
7300400670,289929.75
6798100070,338601.16
8078400010,554451.6
5566100060,504703.4
2768200212,511927.28
4035900060,546130.56
9460000110,349455.2
7199320190,574005.5
2225039081,466787.62
9512200050,543449.1
2634500085,328049.53
3654800200,285404.03
2724079090,1248387.4
2597520720,787294.4
3034200426,391874.8
984000130,301799.72
7852020670,446663.7
7923500060,692996.06
2310030510,298975.12
2205500540,509723.38
2493200015,418082.97
7853361420,579048.44
5652600605,544098.44
5285200020,317494.72
9406530150,358047.1
5706300020,499139.38
3278602490,417587.25
7197000100,543063.2
4447300008,547779.4
7899800045,240845.33
9250900095,335273.2
9268851740,598978.3
8682261440,515725.94
7284900385,791832.6
8079040300,430222.12
2225300585,400300.34
3223039013,462058.72
2013801350,246145.69
4055701110,791120.9
3578401770,442810.88
4046500720,559345.1
6145601745,366145.97
5207200195,691664.94
1972201856,553746.7
7212680080,253931.12
7277100510,604543.8
522079022,541382.06
5605000440,851763.6
6632300230,374017.97
8815400165,628828.8
6708200320,525174.5
2426059076,552476.5
3260200200,560464.3
2770601741,495484.62
4338800500,244325.9
